id_1;factor_expansion;EDU_1_4;EDU_5_1;EDU_5_2;EDU_5_3;EDU_5_4;EDU_8_1;EDU_11_1;EDU_12_1;EDU_12_2;EDU_12_3;EDU_12_4;EDU_12_5;EDU_12_6;EDU_12_7;EDU_12_8;EDU_12_9;EDU_12_10;EDU_12_11;EDU_12_12;EDU_12_13;EDU_12_14;EDU_12_15;EDU_12_16;EDU_12_17;EDU_12_18;EDU_12_19;PER_1_1;PER_2_1;EDU_2_1;EDU_7_1
182;8;Otros;Si;No;No;No;Jornada completa;Beca o subsidio del Estado de Chile u otra institución nacional;Buena;Buena;Muy buena;Muy buena;Buena;Buena;Buena;Buena;Buena;Muy buena;Buena;Buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Masculino;< 35 años;Humanidades;El 2012 o después
746;8;Otros;No;No;Si;No;Jornada completa;Beca o subsidio del Estado de Chile u otra institución nacional;Buena;Muy buena;Buena;Muy buena;Muy buena;Buena;Buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Buena;Muy buena;Muy buena;Buena;Buena;Buena;Pobre;Masculino;35-44 años;Ciencias sociales;El 2012 o después
129;7;Otros;Si;Si;Si;No;Jornada completa;Ingresos por trabajo de asistente docente o de investigación;Muy buena;Pobre;Muy buena;Muy buena;Muy buena;Pobre;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Suficiente;Pobre;Femenino;45-54 años;Ciencias médicas y de la salud;Antes del 2012
2207;7;Chile;Si;No;No;No;Jornada parcial;Beca o subsidio del Estado de Chile u otra institución nacional;Buena;Buena;Buena;Buena;Buena;Buena;Buena;Buena;Buena;Buena;Buena;Buena;Buena;Buena;Buena;Buena;Buena;Buena;Buena;Femenino;35-44 años;Ciencias sociales;El 2012 o después
886;8;Chile;Si;Si;No;No;Jornada parcial;Beca o subsidio del Estado de Chile u otra institución nacional;Buena;Buena;Buena;Muy buena;Buena;Buena;Buena;Buena;Buena;Buena;Buena;Buena;Buena;Buena;Buena;Buena;Buena;Buena;Buena;Masculino;55-64 años;Ingeniería y tecnología;Antes del 2012
1892;8;Otros;Si;No;No;No;Jornada parcial;Beca o subsidio del Estado de Chile u otra institución nacional;Buena;Suficiente;Buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Buena;Muy buena;Muy buena;Muy buena;Muy buena;Buena;Muy buena;Muy buena;Suficiente;Suficiente;Suficiente;Masculino;55-64 años;Humanidades;Antes del 2012
1436;7;Otros;Si;No;Si;No;Jornada completa;Beca o subsidio del Estado de Chile u otra institución nacional;Buena;Buena;Muy buena;Buena;Buena;Muy buena;Buena;Muy buena;Buena;Muy buena;Muy buena;Suficiente;Buena;Suficiente;Buena;Buena;Muy buena;Buena;Suficiente;Femenino;35-44 años;Ciencias sociales;El 2012 o después
2440;8;Chile;Si;Si;No;No;Jornada completa;Ingresos por trabajo de asistente docente o de investigación;Buena;Buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Buena;Buena;Buena;Buena;Buena;Muy buena;Muy buena;Muy buena;Buena;Buena;Buena;Suficiente;Masculino;35-44 años;Ingeniería y tecnología;Antes del 2012
1924;7;Chile;Si;Si;No;No;Jornada parcial;Beca o subsidio del Estado de Chile u otra institución nacional;Muy buena;Suficiente;Buena;Muy buena;Buena;Buena;Muy buena;Buena;Buena;Buena;Muy buena;Suficiente;Muy buena;Buena;Muy buena;Muy buena;Muy buena;Muy buena;Buena;Femenino;45-54 años;Ciencias naturales;Antes del 2012
587;8;Chile;Si;Si;No;No;Jornada completa;Beca o subsidio del Estado de Chile u otra institución nacional;Muy buena;Buena;Muy buena;Muy buena;Muy buena;Buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Buena;Muy buena;Muy buena;Muy buena;Muy buena;Buena;Muy buena;Buena;Masculino;45-54 años;Ciencias naturales;Antes del 2012
1912;7;Chile;Si;Si;No;No;Jornada completa;Beca o subsidio del Estado de Chile u otra institución nacional;Buena;Suficiente;Muy buena;Suficiente;Suficiente;Pobre;Muy buena;Muy buena;Buena;Buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Suficiente;Muy buena;Buena;Pobre;Femenino;35-44 años;Ciencias médicas y de la salud;El 2012 o después
1697;8;Chile;Si;No;No;No;Jornada completa;Ingresos por trabajo de asistente docente o de investigación;Muy buena;Buena;Buena;Muy buena;Buena;Suficiente;Buena;Buena;Buena;Suficiente;Muy buena;Suficiente;Muy buena;Suficiente;Suficiente;Suficiente;Suficiente;Pobre;Muy pobre;Masculino;45-54 años;Ciencias naturales;Antes del 2012
2082;8;Chile;Si;Si;No;No;Jornada completa;Beca o subsidio del Estado de Chile u otra institución nacional;Suficiente;Pobre;Buena;Buena;Suficiente;Suficiente;Buena;Buena;Pobre;Suficiente;Buena;Pobre;Buena;Suficiente;Suficiente;Buena;Pobre;Pobre;Muy pobre;Masculino;35-44 años;Ciencias naturales;Antes del 2012
2318;8;Chile;Si;Si;No;Si;Jornada completa;Ingresos por trabajo de asistente docente o de investigación;Suficiente;Buena;Suficiente;Buena;Suficiente;Suficiente;Muy buena;Suficiente;Suficiente;Buena;Buena;Pobre;Suficiente;Suficiente;Suficiente;Suficiente;Muy pobre;Pobre;Pobre;Masculino;55-64 años;Ingeniería y tecnología;Antes del 2012
1495;7;Chile;Si;No;Si;No;Jornada completa;Beca o subsidio del Estado de Chile u otra institución nacional;Buena;Pobre;Buena;Buena;Pobre;Muy pobre;Buena;Suficiente;Pobre;Pobre;Suficiente;Pobre;Buena;Suficiente;Pobre;Pobre;Pobre;Pobre;Muy pobre;Femenino;45-54 años;Humanidades;Antes del 2012
1789;8;Otros;No;No;No;No;Jornada completa;Beca o subsidio del Estado de Chile u otra institución nacional;Muy buena;Buena;Muy buena;Muy buena;Muy buena;Suficiente;Muy buena;Muy buena;Buena;Muy buena;Muy buena;Buena;Muy buena;Buena;Buena;Buena;Buena;Buena;Suficiente;Masculino;35-44 años;Humanidades;El 2012 o después
893;8;Otros;Si;No;Si;Si;Jornada completa;Beca o subsidio del Estado de Chile u otra institución nacional;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Buena;Suficiente;Muy buena;Muy buena;Muy buena;Muy buena;Masculino;55-64 años;Humanidades;Antes del 2012
2396;7;Chile;Si;Si;Si;No;Jornada completa;Beca o subsidio del Estado de Chile u otra institución nacional;Muy buena;Buena;Muy buena;Muy buena;Muy buena;Buena;Muy buena;Buena;Buena;Buena;Muy buena;Muy buena;Buena;Buena;Muy buena;Buena;Buena;Muy buena;Buena;Femenino;35-44 años;Ciencias agrícolas y veterinarias;Antes del 2012
842;7;Chile;Si;Si;No;Si;Jornada completa;Beca o subsidio del Estado de Chile u otra institución nacional;Muy buena;Pobre;Muy buena;Buena;Suficiente;Buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Pobre;Muy buena;Muy buena;Muy buena;Pobre;Muy pobre;Femenino;35-44 años;Ciencias naturales;El 2012 o después
459;8;Chile;Si;Si;Si;No;Jornada completa;Beca o subsidio del Estado de Chile u otra institución nacional;Buena;Buena;Muy buena;Buena;Buena;Suficiente;Muy buena;Muy buena;Muy buena;Buena;Muy buena;Buena;Buena;Buena;Buena;Buena;Suficiente;Muy buena;Suficiente;Masculino;35-44 años;Ciencias naturales;El 2012 o después
813;8;Otros;Si;Si;No;Si;Jornada completa;Beca o subsidio de una institución extranjera;Muy buena;Buena;Muy buena;Muy buena;Suficiente;Suficiente;Muy buena;Buena;Buena;Muy buena;Buena;Suficiente;Muy buena;Suficiente;Buena;Suficiente;Muy buena;Pobre;Muy buena;Masculino;35-44 años;Ingeniería y tecnología;Antes del 2012
1292;8;Chile;Si;Si;Si;Si;Jornada completa;Beca o subsidio del Estado de Chile u otra institución nacional;Buena;Buena;Muy buena;Muy buena;Buena;Buena;Muy buena;Muy buena;Buena;Muy buena;Buena;Buena;Muy buena;Buena;Muy buena;Buena;Buena;Muy buena;Buena;Masculino;35-44 años;Ciencias agrícolas y veterinarias;El 2012 o después
594;7;Chile;Si;Si;No;No;Jornada completa;Beca o subsidio del Estado de Chile u otra institución nacional;Muy buena;Buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Buena;Buena;Buena;Muy buena;Buena;Muy buena;Buena;Buena;Buena;Buena;Suficiente;Pobre;Femenino;35-44 años;Ciencias médicas y de la salud;Antes del 2012
951;8;Otros;No;Si;No;Si;Jornada completa;Beca o subsidio de una institución extranjera;Suficiente;Pobre;Suficiente;Suficiente;Muy buena;Muy buena;Suficiente;Buena;Buena;Muy buena;Muy buena;Muy buena;Pobre;Suficiente;Buena;Buena;Buena;Muy buena;Buena;Masculino;< 35 años;Ingeniería y tecnología;Antes del 2012
117;7;Otros;Si;Si;Si;No;Jornada completa;Beca o subsidio del Estado de Chile u otra institución nacional;Muy buena;Suficiente;Muy buena;Muy buena;Muy buena;Pobre;Buena;Buena;Buena;Muy buena;Muy buena;Buena;Muy buena;Muy buena;Muy buena;Buena;Suficiente;Buena;Pobre;Femenino;35-44 años;Ciencias naturales;El 2012 o después
68;8;Chile;Si;Si;No;No;Jornada completa;Beca o subsidio del Estado de Chile u otra institución nacional;Muy buena;Suficiente;Muy buena;Muy buena;Buena;Buena;Muy buena;Buena;Muy buena;Buena;Muy buena;Muy buena;Muy buena;Buena;Muy buena;Muy buena;Muy buena;Buena;Suficiente;Masculino;35-44 años;Ciencias naturales;Antes del 2012
1435;8;Chile;Si;Si;No;No;Jornada completa;Beca o subsidio del Estado de Chile u otra institución nacional;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Suficiente;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Buena;Muy buena;Buena;Masculino;45-54 años;Ingeniería y tecnología;Antes del 2012
57;8;Otros;Si;No;Si;Si;Jornada completa;Beca o subsidio del Estado de Chile u otra institución nacional;Buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Buena;Muy buena;Muy buena;Muy buena;Masculino;45-54 años;Humanidades;Antes del 2012
150;8;Otros;Si;Si;Si;Si;Jornada completa;Beca o subsidio del Estado de Chile u otra institución nacional;Muy buena;Muy buena;Muy buena;Muy buena;Buena;Buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Buena;Muy buena;Buena;Buena;Muy buena;Muy buena;Buena;Buena;Masculino;55-64 años;Ciencias agrícolas y veterinarias;Antes del 2012
1815;8;Otros;Si;Si;No;Si;Jornada completa;Beca o subsidio de una institución extranjera;Muy buena;Pobre;Muy buena;Suficiente;Pobre;Pobre;Muy buena;Buena;Buena;Muy buena;Muy buena;Suficiente;Buena;Buena;Buena;Buena;Muy buena;Muy buena;Suficiente;Masculino;35-44 años;Ingeniería y tecnología;Antes del 2012
2142;7;Chile;Si;Si;No;No;Jornada completa;Beca o subsidio del Estado de Chile u otra institución nacional;Muy buena;Muy buena;Muy buena;Buena;Muy buena;Buena;Muy buena;Buena;Buena;Buena;Muy buena;Buena;Buena;Buena;Muy buena;Muy buena;Suficiente;Buena;Suficiente;Femenino;< 35 años;Ciencias naturales;El 2012 o después
809;8;Otros;Si;Si;Si;No;Jornada completa;Beca o subsidio de una institución extranjera;Buena;Suficiente;Buena;Muy buena;Buena;Suficiente;Buena;Buena;Buena;Buena;Muy buena;Suficiente;Buena;Suficiente;Suficiente;Suficiente;Muy buena;Suficiente;Pobre;Masculino;55-64 años;Ciencias naturales;Antes del 2012
2049;8;Otros;Si;No;No;No;Jornada completa;Beca o subsidio de una institución extranjera;Muy buena;Buena;Buena;Muy buena;Suficiente;Suficiente;Buena;Buena;Muy buena;Suficiente;Muy buena;Pobre;Pobre;Pobre;Pobre;Pobre;Muy buena;Pobre;Pobre;Masculino;55-64 años;Ciencias naturales;Antes del 2012
936;7;Chile;Si;Si;No;No;Jornada completa;Beca o subsidio del Estado de Chile u otra institución nacional;Buena;Suficiente;Muy buena;Suficiente;Muy buena;Pobre;Muy buena;Muy buena;Buena;Muy buena;Muy buena;Buena;Muy buena;Buena;Muy buena;Muy buena;Suficiente;Buena;Pobre;Femenino;35-44 años;Ciencias naturales;El 2012 o después
604;8;Otros;Si;No;No;No;Jornada completa;Beca o subsidio del Estado de Chile u otra institución nacional;Muy buena;Suficiente;Muy buena;Buena;Pobre;Suficiente;Muy buena;Buena;Buena;Muy buena;Muy buena;Pobre;Muy buena;Buena;Buena;Suficiente;Muy buena;Muy buena;Pobre;Masculino;< 35 años;Ciencias sociales;El 2012 o después
1386;8;Chile;Si;Si;No;No;Jornada completa;Beca o subsidio del Estado de Chile u otra institución nacional;Muy buena;Buena;Muy buena;Muy buena;Buena;Pobre;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Buena;Buena;Muy buena;Muy buena;Muy buena;Suficiente;Pobre;Suficiente;Masculino;35-44 años;Ciencias naturales;El 2012 o después
2382;7;Otros;Si;No;Si;No;Jornada parcial;Beca o subsidio del Estado de Chile u otra institución nacional;Buena;Buena;Muy buena;Muy buena;Muy buena;Buena;Muy buena;Buena;Buena;Buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Buena;Buena;Buena;Pobre;Femenino;35-44 años;Ciencias sociales;El 2012 o después
1322;8;Otros;Si;No;Si;No;Jornada completa;Beca o subsidio de una institución extranjera;Suficiente;Pobre;Buena;Muy buena;Muy buena;Buena;Buena;Suficiente;Buena;Buena;Muy buena;Buena;Buena;Buena;Buena;Suficiente;Suficiente;Suficiente;Pobre;Masculino;55-64 años;Ciencias sociales;Antes del 2012
266;7;Chile;Si;Si;Si;No;Jornada parcial;Beca o subsidio del Estado de Chile u otra institución nacional;Buena;Muy buena;Buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Buena;Muy buena;Buena;Muy buena;Buena;Suficiente;Buena;Muy buena;Muy buena;Muy buena;Muy buena;Femenino;35-44 años;Ciencias agrícolas y veterinarias;El 2012 o después
1102;8;Otros;Si;No;No;No;Jornada completa;Beca o subsidio del Estado de Chile u otra institución nacional;Muy buena;Buena;Muy buena;Muy buena;Buena;Muy buena;Muy buena;Buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Buena;Suficiente;Buena;Suficiente;Masculino;65-69 años;Humanidades;Antes del 2012
2375;8;Chile;Si;Si;No;No;Jornada completa;Beca o subsidio de una institución extranjera;Muy buena;Buena;Muy buena;Muy buena;Muy buena;Buena;Muy buena;Buena;Muy buena;Buena;Muy buena;Suficiente;Muy buena;Muy buena;Muy buena;Buena;Muy buena;Suficiente;Muy pobre;Masculino;35-44 años;Ciencias naturales;Antes del 2012
1877;7;Chile;Si;No;Si;No;Jornada parcial;Ahorros personales;Buena;Muy buena;Muy buena;Muy buena;Buena;Buena;Muy buena;Buena;Muy buena;Muy buena;Muy buena;Buena;Muy buena;Muy buena;Muy buena;Buena;Suficiente;Buena;Buena;Femenino;35-44 años;Ciencias sociales;El 2012 o después
419;7;Chile;Si;Si;Si;No;Jornada completa;Beca o subsidio del Estado de Chile u otra institución nacional;Buena;Muy buena;Buena;Buena;Buena;Buena;Buena;Buena;Muy buena;Buena;Muy buena;Buena;Buena;Buena;Buena;Buena;Suficiente;Suficiente;Pobre;Femenino;< 35 años;Ciencias naturales;El 2012 o después
1442;7;Chile;Si;Si;Si;No;Jornada completa;Beca o subsidio del Estado de Chile u otra institución nacional;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Buena;Femenino;< 35 años;Ciencias naturales;El 2012 o después
938;7;Chile;Si;Si;Si;No;Jornada completa;Beca o subsidio de la entidad empleadora;Muy buena;Buena;Buena;Muy buena;Buena;Buena;Muy buena;Buena;Buena;Buena;Muy buena;Suficiente;Buena;Muy buena;Buena;Buena;Suficiente;Muy buena;Pobre;Femenino;35-44 años;Ciencias naturales;El 2012 o después
2214;7;Chile;Si;No;Si;No;Jornada completa;Ahorros personales;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Femenino;65-69 años;Ciencias sociales;Antes del 2012
2075;7;Otros;Si;No;Si;No;Jornada completa;Beca o subsidio del Estado de Chile u otra institución nacional;Muy buena;Suficiente;Muy buena;Muy buena;Muy buena;Buena;Muy buena;Buena;Buena;Muy buena;Muy buena;Buena;Muy buena;Muy buena;Suficiente;Buena;Suficiente;Muy buena;Pobre;Femenino;35-44 años;Ciencias sociales;El 2012 o después
697;8;Otros;Si;No;Si;No;Jornada completa;Beca o subsidio del Estado de Chile u otra institución nacional;Buena;Buena;Muy buena;Buena;Buena;Suficiente;Suficiente;Buena;Suficiente;Suficiente;Muy buena;Buena;Buena;Buena;Suficiente;Suficiente;Buena;Muy buena;Suficiente;Masculino;35-44 años;Ciencias sociales;El 2012 o después
742;8;Chile;Si;No;Si;No;Jornada completa;Ahorros personales;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Masculino;65-69 años;Humanidades;El 2012 o después
105;7;Otros;No;No;Si;No;Jornada completa;Beca o subsidio del Estado de Chile u otra institución nacional;Suficiente;Muy buena;Buena;Buena;Buena;Suficiente;Buena;Buena;Buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Buena;Buena;Muy buena;Suficiente;Muy pobre;Femenino;< 35 años;Humanidades;El 2012 o después
2404;7;Chile;Si;No;Si;No;Jornada parcial;Beca o subsidio de la entidad empleadora;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Buena;Buena;Suficiente;Femenino;65-69 años;Ciencias sociales;Antes del 2012
273;8;Chile;Si;Si;Si;No;Jornada completa;Beca o subsidio del Estado de Chile u otra institución nacional;Muy buena;Muy buena;Muy buena;Muy buena;Buena;Buena;Muy buena;Muy buena;Buena;Muy buena;Muy buena;Muy buena;Muy buena;Suficiente;Muy buena;Muy buena;Buena;Muy buena;Buena;Masculino;35-44 años;Ingeniería y tecnología;El 2012 o después
658;7;Otros;Si;No;Si;No;Jornada completa;Beca o subsidio de una institución extranjera;Buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Buena;Muy buena;Muy buena;Buena;Buena;Muy buena;Buena;Buena;Femenino;45-54 años;Ciencias sociales;Antes del 2012
958;7;Chile;Si;Si;Si;No;Jornada completa;Beca o subsidio del Estado de Chile u otra institución nacional;Muy buena;Buena;Muy buena;Muy buena;Muy buena;Buena;Buena;Muy buena;Muy buena;Muy buena;Muy buena;Buena;Muy buena;Muy buena;Buena;Buena;Suficiente;Suficiente;Pobre;Femenino;45-54 años;Ciencias naturales;Antes del 2012
1304;8;Chile;Si;Si;No;No;Jornada completa;Beca o subsidio del Estado de Chile u otra institución nacional;Muy buena;Buena;Muy buena;Suficiente;Suficiente;Muy pobre;Suficiente;Buena;Buena;Buena;Muy buena;Muy buena;Buena;Buena;Muy buena;Suficiente;Suficiente;Muy buena;Muy pobre;Masculino;< 35 años;Ciencias médicas y de la salud;El 2012 o después
568;8;Chile;Si;Si;Si;No;Jornada completa;Beca o subsidio del Estado de Chile u otra institución nacional;Buena;Buena;Muy buena;Muy buena;Buena;Pobre;Muy buena;Muy buena;Muy buena;Buena;Muy buena;Suficiente;Muy buena;Buena;Buena;Buena;Buena;Buena;Muy pobre;Masculino;35-44 años;Ciencias médicas y de la salud;Antes del 2012
1449;8;Otros;Si;Si;Si;No;Jornada completa;Beca o subsidio del Estado de Chile u otra institución nacional;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Masculino;35-44 años;Ciencias sociales;El 2012 o después
966;7;Otros;Si;Si;Si;No;Jornada completa;Otros;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Buena;Muy buena;Buena;Muy buena;Buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Buena;Muy buena;Pobre;Femenino;55-64 años;Ciencias médicas y de la salud;Antes del 2012
1740;7;Chile;Si;Si;Si;No;Jornada completa;Beca o subsidio del Estado de Chile u otra institución nacional;Buena;Buena;Buena;Muy buena;Buena;Suficiente;Buena;Buena;Muy buena;Muy buena;Muy buena;Suficiente;Buena;Suficiente;Muy buena;Suficiente;Suficiente;Suficiente;Suficiente;Femenino;45-54 años;Ciencias naturales;Antes del 2012
1172;7;Otros;Si;Si;No;Si;Jornada completa;Beca o subsidio del Estado de Chile u otra institución nacional;Suficiente;Suficiente;Suficiente;Suficiente;Muy pobre;Muy pobre;Suficiente;Pobre;Buena;Buena;Muy buena;Pobre;Buena;Muy pobre;Suficiente;Pobre;Muy pobre;Pobre;Muy pobre;Femenino;35-44 años;Ingeniería y tecnología;Antes del 2012
1780;8;Otros;Si;No;Si;Si;Jornada completa;Beca o subsidio del Estado de Chile u otra institución nacional;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Muy buena;Buena;Muy buena;Buena;Muy buena;Buena;Muy buena;Muy buena;Muy buena;Buena;Muy buena;Buena;Suficiente;Masculino;35-44 años;Ciencias sociales;El 2012 o después
2187;8;Otros;Si;Si;Si;No;Jornada completa;Beca o subsidio del Estado de Chile u otra institución nacional;Buena;Buena;Muy buena;Buena;Muy buena;Buena;Muy buena;Muy buena;Muy buena;Buena;Muy buena;Buena;Muy buena;Buena;Muy buena;Muy buena;Suficiente;Buena;Buena;Masculino;45-54 años;Ingeniería y tecnología;El 2012 o después
1414;8;Chile;Si;No;No;No;Jornada completa;Beca o subsidio de la entidad empleadora;Buena;Suficiente;Muy buena;Suficiente;Suficiente;Suficiente;Suficiente;Suficiente;Muy buena;Muy buena;Buena;Buena;Buena;Suficiente;Suficiente;Suficiente;Suficiente;Muy buena;Suficiente;Masculino;< 35 años;Humanidades;El 2012 o después
1603;8;Chile;Si;No;Si;No;Jornada completa;Beca o subsidio del Estado de Chile u otra institución nacional;Buena;Buena;Muy buena;Buena;Buena;Suficiente;Buena;Suficiente;Buena;Buena;Buena;Buena;Buena;Buena;Buena;Suficiente;Suficiente;Suficiente;Suficiente;Masculino;45-54 años;Humanidades;El 2012 o después
